Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['QA Tester'],Valencia,30/08/2024,ARHIS COMPETENCY CENTER,"['cucumber', 'selenium', 'jmeter']",Tester,No disponible,no disponible,1,21,2024/09/29
['Ingeniero/a de Software Microservicios'],Madrid,30/08/2024,GMV,"['java', 'c plus']",Programador,No disponible,no disponible,3,27,2024/09/29
['Gestor de Proyectos de aplicaciones'],La Rioja,30/08/2024,Michael Page,"['mysql', 'sql server', 'oracle', 'etl']",Jefe de Proyecto,No disponible,no disponible,1,13,2024/09/29
['Gestor de Proyectos IT'],Las Palmas De Gran Canaria,30/08/2024,Michael Page,"['opera', 'simphony', 'dingus']",Jefe de Proyecto,No disponible,no disponible,1,11,2024/09/29
['Ingeniero/a de Diseño Senior'],Bizkaia,30/08/2024,Michael Page,['solidworks'],Ingenieros/Industria,No disponible,52500.0,1,4,2024/09/29
['Consultor/a ERP Finanzas'],Pontevedra,30/08/2024,Page Personnel,"['sap', 'oracle', 'microsoft dynamics']",Consultor,No disponible,no disponible,1,16,2024/09/29
['Senior Project Manager'],Barcelona,30/08/2024,Semrush,['salesforce'],Jefe de Proyecto,No disponible,no disponible,1,16,2024/09/29
['Marketing Director (m/f)'],Madrid,30/08/2024,Michael Page,"['marketing', 'sem', 'seo']",Marketing,No disponible,no disponible,1,38,2024/09/29
['Administrador de sistemas'],Madrid,30/08/2024,NOUS Gestion de Proyectos IT,"['apache', 'tomcat', 'oracle']",Técnico de Sistemas,No disponible,no disponible,1,30,2024/09/29
['Project Manager'],Madrid,30/08/2024,ThePowerBusiness School,['project manager'],Jefe de Proyecto,No disponible,27000.0,1,32,2024/09/29
['Full Stack Developer'],Online,30/08/2024,Vistingo,"['javascript', 'node.js', 'express', 'angular']",Programador,No disponible,no disponible,1,120,2024/09/29
['Ingeniero Junior de Oficina Técnica'],Sevilla,30/08/2024,ConfiARTE,['cad'],Ingenieros/Industria,No disponible,no disponible,1,54,2024/09/29
['Programador'],Barcelona,30/08/2024,Luckhand Gaming,"['java', 'c plus', 'python', 'sql']",Programador,No disponible,25500.0,1,88,2024/09/29
['FPGA engineer (Junior/Senior)- RiscV IP'],Barcelona,30/08/2024,Page Personnel,"['xilinx', 'altera']",Electrónica,No disponible,49500.0,1,8,2024/09/29
['Analista funcio-técnico Adobe Campaign'],Madrid,30/08/2024,Michael Page,"['adobe campaign', 'adobe analytics']",Analista,No disponible,no disponible,1,1,2024/09/29
['Data Analyst'],Valencia,29/08/2024,Michael Page,"['etl', 'power bi', 'sql']",Big Data,No disponible,no disponible,1,39,2024/09/29
['Ingeniero de Sistemas'],Valencia,29/08/2024,The Whiteam,"['azure', 'microsoft 365', '.net', 'aruba', 'veeam backup', 'windows defender', 'active directory']",Técnico de Sistemas,Universidad,no disponible,1,136,2024/09/29
['Administrador/a de BBDD MongoDB (100% teletrabajo)'],Madrid,29/08/2024,Second Window,"['mongo db', 'couchbase', 'ansible']",Base de Datos/DBA,GM,no disponible,1,29,2024/09/29
['Desarrollador/a Java'],Online,29/08/2024,Krell Consulting & Training,"['java', 'kafka']",Programador,Universidad,no disponible,1,29,2024/09/29
['Administrador de bases de datos'],Online,29/08/2024,Krell Consulting & Training,"['database', 'backups']",Base de Datos/DBA,Sin estudios,no disponible,13,145,2024/09/29
['TÃ©cnico de Redes y Seguridad'],Valencia,29/08/2024,The Whiteam,"['cisco', 'procurve', 'aruba']",Ciberseguridad,No disponible,no disponible,1,210,2024/09/29
['React Developer'],Madrid,29/08/2024,Krell Consulting & Training,"['react', 'javascript']",Programador,Universidad,no disponible,1,75,2024/09/29
['QA Automation Engineer (Black Team)'],Online,29/08/2024,Semrush,"['qa', 'java', 'selenium']",Tester,No disponible,no disponible,1,35,2024/09/29
['Data Scientist Senior'],Valladolid,29/08/2024,GMV,"['python', 'fastapi', '.net']",Big Data,No disponible,no disponible,1,21,2024/09/29
['Network Engineer'],Online,29/08/2024,CIVIR,"['dns', 'tcp']",Redes,No disponible,no disponible,1,32,2024/09/29
['Data Quality Engineer (Pistachio Team)'],Online,29/08/2024,Semrush,"['python', 'sql']",Big Data,No disponible,no disponible,1,52,2024/09/29
['Desarrollador Delphi'],Zaragoza,29/08/2024,Cosin Consulting,"['delphi', 'mysql', 'oracle']",Programador,No disponible,no disponible,1,16,2024/09/29
['Aeronautical Electrical Engineer'],Madrid,29/08/2024,Jet Aviation,['aeronautica'],Ingenieros/Industria,No disponible,no disponible,1,1,2024/09/29
['Ingeniero/a Hardware'],Barcelona,29/08/2024,Michael Page,"['electronica', 'hardware', 'microprocesadores']",Electrónica,No disponible,no disponible,1,5,2024/09/29
['Senior Product Manager'],Online,29/08/2024,Passporter,['product manager'],Jefe de Proyecto,No disponible,no disponible,1,129,2024/09/29
['Software Project Manager'],Barcelona,29/08/2024,alteox,"['agile', 'kanban']",Jefe de Proyecto,No disponible,no disponible,1,19,2024/09/29
['ML Engineer (m/f/d)'],Barcelona,29/08/2024,MVST,['machine learning'],Inteligencia Artificial/Machine Learning,Universidad,no disponible,1,9,2024/09/29
['Embedded Software Engineer'],Barcelona,29/08/2024,Babel Profiles,"['c', 'c plus', 'ci/cd']",Electrónica,No disponible,no disponible,1,11,2024/09/29
['Product Owner (Local Unit)'],Barcelona,29/08/2024,Semrush,['product owner'],Responsable de Producto,No disponible,no disponible,1,13,2024/09/29
['Full Stack Developer'],Online,29/08/2024,ThePowerBusiness School,"['node.js', 'express', 'react', 'openai', 'gemini']",Inteligencia Artificial/Machine Learning,No disponible,46500.0,1,135,2024/09/29
['Aeronautical Production Engineer'],Madrid,29/08/2024,Jet Aviation,"['aeronautica', 'jigs', 'rigs']",Ingenieros/Industria,No disponible,no disponible,1,2,2024/09/29
['Cyber Security Analyst L2'],Barcelona,29/08/2024,Michael Page,"['ciberseguridad', 'crowdstrike', '.net', 'siem']",Ciberseguridad,No disponible,no disponible,1,20,2024/09/29
['IT Workplace Technician'],Barcelona,29/08/2024,Page Personnel,"['active directory', 'workspace one', 'intune']",Soporte Técnico,No disponible,30000.0,1,60,2024/09/29
['Software Integrator Junior'],Valencia,29/08/2024,Michael Page,['software'],Técnico Software,No disponible,24000.0,1,70,2024/09/29
['Ingeniero/a Ciberseguridad normativa'],Madrid,28/08/2024,GMV,"['ciberseguridad', 'ens', 'nist', 'gdpr']",Ciberseguridad,No disponible,no disponible,1,9,2024/09/29
['Marketing Digital'],Barcelona,27/08/2024,Page Personnel,"['google analytics', 'hootsuite']",Marketing,No disponible,24000.0,1,19,2024/09/29
['Director Marketing y Comunicación (h/m)'],Barcelona,27/08/2024,Page Personnel,"['marketing', 'seo', 'sem']",Marketing,No disponible,42000.0,1,26,2024/09/29
['Project manager de proyectos espaciales'],Pontevedra,27/08/2024,GMV,"['pmi', 'agile']",Jefe de Proyecto,No disponible,no disponible,1,26,2024/09/29
['Ingeniero/a de Sistemas de Aeronaves'],Madrid,27/08/2024,GMV,"['aeronautica', 'uas']",Ingenieros/Industria,No disponible,no disponible,1,5,2024/09/29
['Senior C++ Developer'],Barcelona,26/08/2024,HAYS,"['c', 'c plus']",Programador,No disponible,no disponible,1,7,2024/09/29
['Analista Java / Remoto'],Online,23/08/2024,PANEL Sistemas Informáticos,"['java', 'spring']",Analista Programador,GS,no disponible,1,35,2024/09/29
['Ingeniero/a de pruebas (QA Tester)'],Online,23/08/2024,Krell Consulting & Training,"['cucumber', 'jira', 'xray', 'phyton', 'javascript', 'typescript', 'react', 'jest']",Tester,Sin estudios,39000.0,1,165,2024/09/29
['Desarrollador E-commerce'],Madrid,23/08/2024,Krell Consulting & Training,"['prestashop', 'woocommerce', 'shopify html', 'css', 'javascript']",Desarrollador Web,GM,no disponible,1,57,2024/09/29
['Ingeniero/a de Redes (Data Center/LAN)'],Madrid,23/08/2024,Alcorce Telecomunicaciones,"['redes', 'firewall', 'seguridad']",Redes,Universidad,no disponible,4,133,2024/09/29
['Analista Programador COBOL MICROFOCUS'],Madrid,23/08/2024,PANEL Sistemas Informáticos,"['cobol', 'microfocus', 'sql', 'oracle', 'shellcript', 'unix']",Analista Programador,GM,no disponible,1,27,2024/09/29
['Systems Administrator/SysOps'],Barcelona,23/08/2024,Akuaro,"['linux', 'python', 'docker', 'ci/cd']",Técnico de Sistemas,Bachillerato/COU,40500.0,1,29,2024/09/29
['Arquitecto JAVA/MICROSERVICIOS'],Online,23/08/2024,PANEL Sistemas Informáticos,"['java', 'microservicios', 'docker', '.net', 'ci/cd', 'clean architecture']",Arquitecto TIC,GS,no disponible,1,22,2024/09/29
['Sales ARUBA'],Madrid,23/08/2024,The Whiteam,"['hewlett packard enterprise', 'microsoft', 'vmware', '.net', 'cisco']",Comercial,Universidad,no disponible,1,35,2024/09/29
['Técnico/a de Redes y Seguridad'],Madrid,23/08/2024,Alcorce Telecomunicaciones,"['redes', 'seguridad']",Redes,GS,no disponible,1,196,2024/09/29
['Ingeniero/a Ciberseguridad OT (SCADA/PLC)'],Online,23/08/2024,Digital Talent Agency,"['ciberseguridad', 'scada', 'plc']",Ciberseguridad,GM,no disponible,1,34,2024/09/29
['Java/Microservicios/Azure DevOps Inglés'],Online,23/08/2024,PANEL Sistemas Informáticos,"['devops', 'spring', 'java', 'microservicios', 'terraform', 'azure', 'jenkins', 'selenium', 'postman', 'jmeter']",Analista Programador,GS,no disponible,1,42,2024/09/29
['Desarrollador FRONT Angular/Javascript'],Madrid,23/08/2024,Krell Consulting & Training,"['angular', 'javascript', 'rest', 'api', 'git', 'spa', 'ngrx', 'i18n']",Desarrollador Web,Universidad,no disponible,2,54,2024/09/29
['Arquitecto Software Fullstack'],Online,23/08/2024,Krell Consulting & Training,"['java', 'spring', 'react', 'angular', 'docker', '.net']",Arquitecto TIC,Sin estudios,no disponible,1,20,2024/09/29
['Product Owner Tech'],Madrid,23/08/2024,PANEL Sistemas Informáticos,"['jira', 'dynatrace', 'splunk', 'eazybi', 'safe', 'scrum', 'kanban']",Responsable de Producto,GM,no disponible,1,108,2024/09/29
['Arquitecto Soluciones Banca - Ingles C1'],Madrid,23/08/2024,Second Window,"['api', 'salesforce', 'aws']",Arquitecto TIC,GM,no disponible,1,12,2024/09/29
['Programadores Java spring'],Madrid,23/08/2024,Quental,"['java', 'spring', 'hibernate', 'oracle', 'rest']",Analista Programador,GS,28500.0,1,45,2024/09/29
['DBA Oracle entorno Linux/AIX'],Online,23/08/2024,PSS,"['oracle', 'rac', 'asm', 'dataguard', 'data guard', 'rman', 'exadata', 'cluster', 'windows', 'linux', 'aix', 'sql', 'sql server', 'db2', 'postgresql']",Base de Datos/DBA,GS,39000.0,3,24,2024/09/29
['Consultor/a Cyberark'],Madrid,23/08/2024,Grupo SIA,"['java', 'sql', 'cyberark']",Consultor,Universidad,no disponible,1,56,2024/09/29
['Gestor Financiero'],Madrid,23/08/2024,Second Window,['excel'],Analista,GM,no disponible,1,29,2024/09/29
['ODOO Developer'],Valencia,23/08/2024,HAYS,"['odoo', 'python', 'django']",Programador,GM,40500.0,1,29,2024/09/29
['Desarrollador Angular'],Madrid,23/08/2024,Krell Consulting & Training,"['angular', 'jest', 'html', 'css']",Analista Programador,Bachillerato/COU,no disponible,3,23,2024/09/29
['Técnico/a Microinformático con inglés'],Madrid,23/08/2024,Grupo Sermicro,['microinformatica'],Soporte Técnico,GM,no disponible,1,98,2024/09/29
['Programador Java J2EE y Spring / C'],Madrid,23/08/2024,PANEL Sistemas Informáticos,"['java', 'j2ee', 'spring', 'c']",Programador,Universidad,no disponible,1,24,2024/09/29
['Técnico/a Redes SDN/SD-WAN (90% Remoto)'],Madrid,23/08/2024,Alcorce Telecomunicaciones,"['redes', 'lan', 'wan']",Redes,GS,no disponible,2,149,2024/09/29
['Experto en Despliegue Red'],Madrid,23/08/2024,PANEL Sistemas Informáticos,"['redes', 'ip', 'switches', 'router', 'fw', 'switching', 'routing', 'lan/wan', 'ingles', 'viajes', 'sacta', 'atm']",Redes,GS,no disponible,1,14,2024/09/29
['Analista Medios de Pago / Tarjetas'],Online,23/08/2024,PANEL Sistemas Informáticos,"['cobol', 'db2', 'jcl']",Programador,Universidad,no disponible,1,44,2024/09/29
['QA especialista Resiber y Amadeus'],Madrid,23/08/2024,PANEL Sistemas Informáticos,['resiber amadeus'],Tester,GS,no disponible,1,4,2024/09/29
['Cordinador de Proyectos ERP - Dynamics'],Valencia,23/08/2024,Krell Consulting & Training,"['dynamics', 'business central']",Consultor,GM,no disponible,1,17,2024/09/29
['Communication Specialist - Inglés'],Madrid,23/08/2024,HAYS,['comunicacion'],Marketing,No disponible,no disponible,1,25,2024/09/29
['Programador ABAP para FI'],Barcelona,23/08/2024,Michael Page,"['abap', 'sap']",Programador,No disponible,no disponible,1,6,2024/09/29
['Adtech Specialist'],Madrid,23/08/2024,Page Personnel,"['google analytics', 'adobe analytics']",Marketing,No disponible,34500.0,1,5,2024/09/29
['Consultor Ciberseguridad'],Madrid,23/08/2024,Michael Page,['ciberseguridad'],Ciberseguridad,No disponible,no disponible,1,27,2024/09/29
['Técnico Informático'],Valencia,23/08/2024,HAYS,['microinformatica'],Soporte Técnico,No disponible,no disponible,1,62,2024/09/29
['Consultor/a senior ciberseguridad'],Madrid,23/08/2024,GMV,['ciberseguridad'],Ciberseguridad,No disponible,no disponible,2,18,2024/09/29
['C#/ANGULAR LEAD Developer'],Madrid,23/08/2024,Michael Page,"['c#', 'angular']",Jefe de Equipo,No disponible,58500.0,1,11,2024/09/29
['Gestor/a de Proyecto - electrónica'],Gipuzkoa,23/08/2024,Michael Page,['electronica'],Electrónica,No disponible,no disponible,1,1,2024/09/29
['Digital Marketing Manager'],Barcelona,23/08/2024,Michael Page,"['hootsuite', 'webpower', 'mailchimp']",Marketing,No disponible,no disponible,1,24,2024/09/29
['Arquitecto .Net experto refactorización'],Barcelona,23/08/2024,Michael Page,"['windows', '.net', 'oracle']",Arquitecto TIC,No disponible,68000.0,1,15,2024/09/29
['R&D FPGA Engineer'],Barcelona,23/08/2024,Page Personnel,"['vhdl', 'verilog', 'python', 'fpga', 'c']",Electrónica,Universidad,46500.0,1,15,2024/09/29
['Técnico/a Hardware'],Madrid,23/08/2024,GMV,"['hardware', 'rack']",Técnico Hardware,No disponible,no disponible,2,25,2024/09/29
['Product Manager (Transplante)'],Barcelona,23/08/2024,Michael Page,['marketing'],Responsable de Producto,No disponible,no disponible,1,4,2024/09/29
['Director de Negocio Ecommerce'],Madrid,23/08/2024,Michael Page,['google analytics'],Marketing,No disponible,46500.0,1,10,2024/09/29
['Project Leader R&D'],Barcelona,23/08/2024,Michael Page,"['cad', 'solidworks']",I+D,No disponible,no disponible,1,2,2024/09/29
['Devices Technical'],Madrid,23/08/2024,Page Personnel,"['firmware', 'linux', 'windows']",Soporte Técnico,No disponible,33000.0,1,15,2024/09/29
['Responsable de Marketing'],Madrid,23/08/2024,Page Personnel,['marketing'],Marketing,No disponible,37500.0,1,120,2024/09/29
['Developer Business Central'],Barcelona,23/08/2024,Michael Page,['business central'],Programador,No disponible,no disponible,1,6,2024/09/29
['Ingeniero/a Diseño Eléctrico (h/m/d)'],Zaragoza,23/08/2024,Michael Page,"['autocad', 'eplan']",Ingenieros/Industria,No disponible,42000.0,1,2,2024/09/29
['Backend Developer Java'],Barcelona,23/08/2024,Page Personnel,"['java', 'aws', 'eclipse']",Programador,No disponible,no disponible,1,23,2024/09/29
['Marketing Specialist'],Madrid,23/08/2024,Page Personnel,"['marketing', 'seo']",Marketing,No disponible,37500.0,1,52,2024/09/29
['Consultor Ciberseguridad GRC'],Madrid,23/08/2024,Michael Page,"['ciberseguridad', 'gcp']",Ciberseguridad,No disponible,no disponible,1,10,2024/09/29
['DevOps Engineer'],Barcelona,23/08/2024,Page Personnel,"['aws', 'ci/cd']",DevOps,No disponible,54000.0,1,18,2024/09/29
['Programador PHP - Laravel'],Madrid,23/08/2024,Page Personnel,"['php', 'laravel', 'sql', 'nosql']",Desarrollador Web,No disponible,no disponible,1,118,2024/09/29
['Project Manager Dynamics -Cliente final'],Barcelona,23/08/2024,Michael Page,['dynamics'],Jefe de Proyecto,No disponible,no disponible,1,6,2024/09/29
['Desarrollador C/C++ para multinacional'],Madrid,23/08/2024,Page Personnel,"['c', 'c plus']",Programador,No disponible,33000.0,1,50,2024/09/29
['Administrador de sistemas (h/m)'],Bizkaia,23/08/2024,Michael Page,"['linux', 'proxmox', 'zabbix', 'mysql']",Técnico de Sistemas,No disponible,no disponible,1,10,2024/09/29
['Director de Proyectos IT'],Pontevedra,23/08/2024,Michael Page,['pmo'],Jefe de Proyecto,Universidad,no disponible,1,14,2024/09/29
['Especialista en Seguridad Información'],Madrid,23/08/2024,GMV,"['so 27001', 'iso 22301', 'nist', 'cobit']",Ciberseguridad,No disponible,no disponible,1,20,2024/09/29
['Project Manager'],Castellon,23/08/2024,Michael Page,['project manager'],Ingenieros/Industria,No disponible,30000.0,1,9,2024/09/29
['Data Analyst (Inglés Alto)'],Online,23/08/2024,Grupo Digital,['data'],Analista,Universidad,no disponible,1,121,2024/09/29
['E-commerce Manager Sector Retail'],Barcelona,23/08/2024,Page Personnel,['google analytics'],Marketing,No disponible,no disponible,1,8,2024/09/29
['TÃ©cnico Redes y Seguridad'],Madrid,22/08/2024,Apolo IT Group,"['cisco', 'juniper', '.net', 'stonegate', 'checkpoint', 'f5', 'arbor peakflow', 'tms']",Redes,No disponible,no disponible,1,338,2024/09/29
['Experto en Calypso CATT'],Online,22/08/2024,Krell Consulting & Training,"['calypso', 'java']",Jefe de Equipo,ESO,no disponible,4,12,2024/09/29
['Ingeniero/a Radiocomunicaciones'],Madrid,22/08/2024,Start People,"['ospf', 'datalinks', 'switching', 'routing']",Redes,Universidad,no disponible,1,22,2024/09/29
['Analista programador Java'],Madrid,22/08/2024,Krell Consulting & Training,"['java', 'jsp', 'spring']",Analista Programador,Sin estudios,no disponible,1,33,2024/09/29
['Desarrollador Java'],Madrid,22/08/2024,Capgemini,"['java', 'javascript', 'html', 'css']",Analista Programador,GM,no disponible,1,60,2024/09/29
['Data Engineer con Inglés alto (Remoto)'],Online,22/08/2024,Grupo Digital,"['data', 'azure', 'sap']",Big Data,Universidad,no disponible,1,24,2024/09/29
['Industrialization Equipment Manager'],Girona,22/08/2024,Michael Page,['ingenieria industrial'],Ingenieros/Industria,No disponible,66000.0,1,0,2024/09/29
['Ingeniero/a Full-Stack'],Madrid,22/08/2024,GMV,"['java', 'python', 'javascript']",Programador,No disponible,no disponible,4,32,2024/09/29
['Senior Java Developer (m/w/d)'],Valencia,22/08/2024,Sollers,"['gosu', 'guidewire', 'java', 'oop', 'git', 'jenkins', 'gerrit', 'agile / scrum']",Programador,GS,no disponible,10,32,2024/09/29
['Arquitecto de ciberseguridad'],Online,21/08/2024,Marlex,"['ciberseguridad', 'cissp', 'ccsp', 'cism']",Ciberseguridad,Universidad,no disponible,1,71,2024/09/29
['CRM & Loyalty Manager'],Madrid,20/08/2024,Michael Page,"['navision', 'dynamics', 'power bi']",Marketing,No disponible,46500.0,1,5,2024/09/29
['Programer analyst CRM'],Online,20/08/2024,Krell Consulting & Training,"['crm', 'pega']",Analista Programador,Universidad,no disponible,6,45,2024/09/29
